u,v,key,access,bicycle,busway,cycleway,foot,highway,lanes,lit,maxspeed,motor_vehicle,name,oneway,ref,service,sidewalk,smoothness,surface,tunnel,width,osmid,timestamp,version,tags,osm_type,geometry,length
11271426328,6724001742,0,,,,,yes,primary,3,yes,"[None, '50']",,"['Παναγή Τσαλδάρη', 'Πλατεία Ομονοίας']",yes,"['ΕΟ56', None]",,,,asphalt,,,"[280005152, 725187180]","[1697624795, 1613361091]","[32, 3]","['{""visible"":false,""int_name"":""Plateia Omonia""}', '{""visible"":false,""alt_name"":""\\u03A0\\u03B5\\u03B9\\u03C1\\u03B1\\u03B9\\u03CE\\u03C2"",""int_name"":""Panagi Tsaldari"",""old_name"":""\\u03A0\\u03B5\\u03B9\\u03C1\\u03B1\\u03B9\\u03CE\\u03C2"",""sidewalk:left"":""yes"",""sidewalk:right"":""separate""}']",way,"LINESTRING (23.72686767578125 37.98353958129883, 23.72701644897461 37.98360443115234, 23.72720527648926 37.98368835449219, 23.72731971740723 37.98373794555664, 23.72738075256348 37.98376083374023, 23.7274055480957 37.98376846313477, 23.72746276855469 37.98378372192383, 23.72751426696777 37.98379135131836, 23.72756385803223 37.98379898071289, 23.72763824462891 37.98378753662109, 23.7279224395752 37.98374557495117)",99.899
11271426328,11271426330,0,no,,,,,service,,,,,,,,,,,,,,1216458030,1697624795,1,"{""visible"":false}",way,"LINESTRING (23.72686767578125 37.98353958129883, 23.72690200805664 37.98348999023438, 23.72709274291992 37.98321151733398)",41.471000000000004
250700248,250700343,0,,,,,,residential,1,,,,Εμμανουήλ Μπενάκη,yes,,,both,,asphalt,,4,636473899,1714809320,12,"{""visible"":false,""int_name"":""Emmanouil Benaki""}",way,"LINESTRING (23.73048973083496 37.98322677612305, 23.73056983947754 37.98328018188477, 23.73097801208496 37.98349761962891, 23.73122978210449 37.98363494873047)",79.208
250700248,250714051,0,,,,,"[None, 'yes']",primary,4,yes,50,,Πανεπιστημίου,yes,,,"['separate', 'both']",,asphalt,,,"[1101347640, 310790356, 702080078, 601303884]",1712341213,"[10, 8, 26, 3]","{""visible"":false,""int_name"":""Panepistimiou"",""official_name"":""\u0395\u03BB\u03B5\u03C5\u03B8\u03B5\u03C1\u03AF\u03BF\u03C5 \u0392\u03B5\u03BD\u03B9\u03B6\u03AD\u03BB\u03BF\u03C5"",""official_name:en"":""Eleftheriou Venizelou"",""trolley_wire"":""yes""}",way,"LINESTRING (23.73048973083496 37.98322677612305, 23.73035430908203 37.98338317871094, 23.7303295135498 37.98341369628906, 23.73023986816406 37.9835205078125, 23.73019409179688 37.98357391357422, 23.73012924194336 37.9836540222168, 23.73007774353027 37.98371505737305, 23.73004531860352 37.98374557495117, 23.73001861572266 37.98376846313477, 23.7299919128418 37.98378753662109, 23.72995948791504 37.98380661010742, 23.72992134094238 37.98382186889648, 23.72989273071289 37.98383331298828, 23.72984504699707 37.98384475708008, 23.72954368591309 37.98389053344727, 23.7294750213623 37.9838981628418, 23.72938346862793 37.98391723632813)",132.001
250691669,250691670,0,,,,,,primary,3,yes,,,Σταδίου,yes,ΕΟ1,,both,,asphalt,,,299506410,1672477477,21,"{""visible"":false,""int_name"":""Stadiou"",""trolley_wire"":""yes""}",way,"LINESTRING (23.73322486877441 37.97808074951172, 23.73343467712402 37.97783279418945, 23.73345184326172 37.97781372070313, 23.73364639282227 37.97759628295898, 23.73366737365723 37.97757339477539, 23.73372650146484 37.97750091552734)",78.049
6724001742,363357735,0,,,,,"[None, 'yes']",primary,3,yes,,,"['Πλατεία Ομονοίας', 'Σταδίου']",yes,,,"['separate', None]",,asphalt,,,"[23182962, 298298663]","[1613361091, 1665013470]","[20, 54]","['{""visible"":false,""int_name"":""Plateia Omonia""}', '{""visible"":false,""int_name"":""Stadiou""}']",way,"LINESTRING (23.7279224395752 37.98374557495117, 23.72806358337402 37.98372650146484, 23.72818183898926 37.98370742797852, 23.72841262817383 37.98366928100586, 23.72845077514648 37.98366165161133, 23.72849464416504 37.98364639282227, 23.7285327911377 37.9836311340332, 23.72857093811035 37.98361206054688, 23.72858428955078 37.98359680175781, 23.72883033752441 37.98329162597656, 23.7288646697998 37.98324966430664, 23.7288932800293 37.98321533203125)",111.543
6724001742,97846091,0,,,opposite_lane,,,tertiary,2,,,no,Αθηνάς,no,,,,,asphalt,,,"[170981120, 977757276]",1712825986,"[3, 20]","{""visible"":false,""bus"":""designated"",""busway:left"":""opposite_lane"",""int_name"":""Athinas"",""note"":""\u0394\u03B5\u03BD \u03B5\u03AF\u03BD\u03B1\u03B9 \u03BC\u03BF\u03BD\u03CC\u03B4\u03C1\u03BF\u03BC\u03BF\u03C2. \u0395\u03AF\u03BD\u03B1\u03B9 \u03B4\u03B9\u03C0\u03BB\u03AE\u03C2 \u03BA\u03B1\u03C4\u03B5\u03CD\u03B8\u03C5\u03BD\u03C3\u03B7\u03C2. \u0397 \u03B1\u03C0\u03B1\u03B3\u03CC\u03C1\u03B5\u03C5\u03C3\u03B7 \u03C4\u03B7\u03C2 \u03B1\u03BD\u03CC\u03B4\u03BF\u03C5 \u03B5\u03C0\u03B9\u03C3\u03B7\u03BC\u03B1\u03AF\u03BD\u03B5\u03C4\u03B1\u03B9 \u03B5\u03C0\u03B1\u03C1\u03BA\u03CE\u03C2 \u03C3\u03C4\u03BF\u03C5\u03C2 \u03BA\u03CC\u03BC\u03B2\u03BF\u03C5\u03C2/\u03B4\u03B9\u03B1\u03C3\u03C4\u03B1\u03C5\u03C1\u03CE\u03C3\u03B5\u03B9\u03C2. \u0391\u03BD \u03BA\u03AC\u03BD\u03B5\u03C4\u03B5 \u03BA\u03BB\u03B9\u03BA \u03C3\u03C4\u03B1 \u03C3\u03B7\u03BC\u03B5\u03AF\u03B1 \u03B8\u03B1 \u03C4\u03BF \u03B4\u03B5\u03AF\u03C4\u03B5. \u03A3\u03B1\u03C2 \u03C0\u03B1\u03C1\u03B1\u03BA\u03B1\u03BB\u03CE \u03BC\u03B7\u03BD \u03B1\u03BB\u03BB\u03AC\u03B6\u03B5\u03C4\u03B5 \u03C4\u03BF\u03BD \u03B4\u03C1\u03CC\u03BC\u03BF \u03C3\u03B5 \u03BC\u03BF\u03BD\u03CC\u03B4\u03C1\u03BF\u03BC\u03BF."",""oneway:bus"":""no"",""oneway:conditional"":""no @ destination""}",way,"LINESTRING (23.7279224395752 37.98374557495117, 23.72789573669434 37.98364639282227, 23.72789001464844 37.98361587524414, 23.72782516479492 37.98336029052734, 23.72772979736328 37.98299026489258, 23.72767066955566 37.98274230957031, 23.72766304016113 37.98271179199219)",117.185
250691739,250691794,0,,,,,,secondary,4,yes,,,Ακαδημίας,yes,,,,,asphalt,,,299644700,1668102102,20,"{""visible"":false,""int_name"":""Akadimias""}",way,"LINESTRING (23.73720932006836 37.97804641723633, 23.73750305175781 37.97769927978516, 23.73752593994141 37.9776725769043)",49.981
6910572379,5581434215,0,,,,,,primary,5,yes,,,Πατησίων,yes,ΕΟ1,,right,,asphalt,,,778622871,1712341213,3,"{""visible"":false,""int_name"":""Patision"",""name:el"":""\u03A0\u03B1\u03C4\u03B7\u03C3\u03AF\u03C9\u03BD"",""name:en"":""Patision"",""official_name"":""28\u03B7\u03C2 \u039F\u03BA\u03C4\u03C9\u03B2\u03C1\u03AF\u03BF\u03C5"",""official_name:en"":""28is Oktovriou"",""trolley_wire"":""yes"",""turn:lanes"":""left|left|through|through|through""}",way,"LINESTRING (23.73125648498535 37.99181747436523, 23.73122978210449 37.99170303344727)",12.939
250691741,300401174,0,,,,,,secondary,2,yes,,,Σόλωνος,yes,,,,excellent,asphalt,,,734707701,1695835417,5,"{""visible"":false,""int_name"":""Solonos"",""maxspeed:type"":""GR:urban""}",way,"LINESTRING (23.73825645446777 37.97859191894531, 23.73796081542969 37.97895431518555)",47.909
250691741,300401270,0,,,,,,residential,,yes,,,Βουκουρεστίου,yes,,,both,,asphalt,,,393398564,1717826210,14,"{""visible"":false,""int_name"":""Voukourestiou"",""lane_markings"":""no""}",way,"LINESTRING (23.73825645446777 37.97859191894531, 23.73824501037598 37.97858428955078, 23.73771667480469 37.97830963134766)",56.786
4040706197,250691717,0,,,,,,service,,,,,,,,,,,asphalt,,,403239934,1650170390,4,"{""visible"":false}",way,"LINESTRING (23.73711967468262 37.97737503051758, 23.73700714111328 37.97740173339844, 23.73697090148926 37.9774055480957)",13.506
97792969,97792973,0,,,,,,residential,,,,,Δεληγιάννη,yes,,,both,,asphalt,,,438352614,1658327530,5,"{""visible"":false}",way,"LINESTRING (23.73561096191406 37.98918533325195, 23.7359790802002 37.98912811279297)",32.882
97792969,1303525204,0,,,,,,residential,,,,,Τσαμαδού,yes,,,both,,asphalt,,4,438352615,1715057643,8,"{""visible"":false,""lane_markings"":""no""}",way,"LINESTRING (23.73561096191406 37.98918533325195, 23.73571968078613 37.98962783813477)",50.118
1303525204,250713331,0,,,,,,residential,,,,,Καλλιδρομίου,yes,,,,,asphalt,,6,444374147,1715018741,10,"{""visible"":false,""int_name"":""Kalidromiou"",""lane_markings"":""no""}",way,"LINESTRING (23.73571968078613 37.98962783813477, 23.73567008972168 37.98969268798828, 23.73538017272949 37.99007415771484)",57.863
250713331,97788855,0,,,,,,tertiary,1,,,,Σπύρου Τρικούπη,yes,,,,,asphalt,,,601294001,1560781724,4,"{""visible"":false,""source"":""Yahoo""}",way,"LINESTRING (23.73538017272949 37.99007415771484, 23.73518371582031 37.98925018310547)",93.225
250713331,569850326,0,,,,,,tertiary,1,,,,Σπύρου Τρικούπη,,,,,,asphalt,,,1030692605,1644672934,1,"{""visible"":false}",way,"LINESTRING (23.73539161682129 37.99011993408203, 23.73538017272949 37.99007415771484)",5.188
5370319352,5370319353,0,,,,,,service,,,,,,,,parking_aisle,,,,,,556752977,1554232375,2,"{""visible"":false}",way,"LINESTRING (23.72578620910645 37.98782348632813, 23.7258358001709 37.98778533935547)",6.073
5581434215,5921003579,0,,,,,,primary,4,yes,50,,Αλεξάνδρας,yes,,,,excellent,asphalt,,,758432182,1606458303,3,"{""visible"":false,""int_name"":""Alexandras"",""reg_ref"":""\u0395\u03A08"",""source:reg_ref"":""\u03A6\u0395\u039A 47 \u0391/8.2.1956"",""trolley_wire"":""yes"",""turn:lanes"":""left|through|through|through""}",way,"LINESTRING (23.73122978210449 37.99170303344727, 23.73137855529785 37.99168014526367)",13.284
5581434215,97788477,0,,,,,,primary,"['4', '5']",yes,,,Πατησίων,yes,ΕΟ1,,,,asphalt,,,"[583814443, 758432181]",1712341213,"[9, 3]","['{""visible"":false,""int_name"":""Patision"",""name:el"":""\\u03A0\\u03B1\\u03C4\\u03B7\\u03C3\\u03AF\\u03C9\\u03BD"",""name:en"":""Patision"",""official_name"":""28\\u03B7\\u03C2 \\u039F\\u03BA\\u03C4\\u03C9\\u03B2\\u03C1\\u03AF\\u03BF\\u03C5"",""official_name:en"":""28is Oktovriou"",""trolley_wire"":""yes"",""turn:lanes"":""merge_to_right|none|through;right|right""}', '{""visible"":false,""int_name"":""Patision"",""name:el"":""\\u03A0\\u03B1\\u03C4\\u03B7\\u03C3\\u03AF\\u03C9\\u03BD"",""name:en"":""Patision"",""official_name"":""28\\u03B7\\u03C2 \\u039F\\u03BA\\u03C4\\u03C9\\u03B2\\u03C1\\u03AF\\u03BF\\u03C5"",""official_name:en"":""28is Oktovriou"",""trolley_wire"":""yes""}']",way,"LINESTRING (23.73122978210449 37.99170303344727, 23.7312126159668 37.99164581298828, 23.73112869262695 37.99131011962891)",44.583
250700339,250706959,0,,,,,,secondary,2,yes,,,Σόλωνος,yes,,,,,asphalt,,,601290889,1626695012,7,"{""visible"":false,""int_name"":""Solonos""}",way,"LINESTRING (23.7332878112793 37.98473358154297, 23.73282051086426 37.98531723022461)",76.741
250700339,364104830,0,,,,,,residential,1,,,,Εμμανουήλ Μπενάκη,yes,,,both,,asphalt,,4,636473899,1714809320,12,"{""visible"":false,""int_name"":""Emmanouil Benaki""}",way,"LINESTRING (23.7332878112793 37.98473358154297, 23.73329734802246 37.98473739624023, 23.73392486572266 37.98506164550781)",66.698
97788855,97792969,0,,,,,,residential,,,,,Δεληγιάννη,yes,,,both,,asphalt,,,601294004,1630617670,3,"{""visible"":false,""int_name"":""Deligianni""}",way,"LINESTRING (23.73518371582031 37.98925018310547, 23.73561096191406 37.98918533325195)",38.13
95663419,98303817,0,,,,,,residential,1,,,,Φαβιέρου,yes,,,,,asphalt,,8.9,1098831917,1685275923,2,"{""visible"":false,""int_name"":""Favierou"",""source:width"":""ARCore""}",way,"LINESTRING (23.72347831726074 37.98688507080078, 23.7245979309082 37.98672103881836)",99.802
95663419,7248584892,0,,,,,,residential,,,30,,Ακομινάτου,yes,,,,intermediate,asphalt,,6.2,634244587,1685275923,6,"{""visible"":false,""int_name"":""Akominatou"",""source:width"":""ARCore""}",way,"LINESTRING (23.72347831726074 37.98688507080078, 23.72349548339844 37.9869384765625, 23.72362327575684 37.98733139038086, 23.72367858886719 37.98752593994141)",73.398
7248584892,633562904,0,,,,,,residential,,,30,,Μαιζώνος,yes,,,,,asphalt,,,776858693,1676481183,3,"{""visible"":false,""int_name"":""Maizonos""}",way,"LINESTRING (23.72367858886719 37.98752593994141, 23.72296142578125 37.98764801025391)",64.3
7248584892,97834909,0,,,,,,residential,,,"['30', None]",,Ακομινάτου,yes,,,,"['intermediate', None]",asphalt,,"['6.2', None]","[634244587, 10976420]","[1685275923, 1655928670]","[6, 15]","['{""visible"":false,""int_name"":""Akominatou"",""source:width"":""ARCore""}', '{""visible"":false,""int_name"":""Akominatou""}']",way,"LINESTRING (23.72367858886719 37.98752593994141, 23.72379684448242 37.98794174194336, 23.72391891479492 37.98836135864258)",95.252
250699973,10134034285,0,,,,,,tertiary,"['2', '1']",,,,"['Ιπποκράτους', 'Ναυαρίνου']",yes,,,,,asphalt,,"[None, '6']","[636757315, 299514252]","[1718172955, 1716664942]","[27, 4]","['{""visible"":false,""int_name"":""Navarinou""}', '{""visible"":false,""int_name"":""Ippokratous"",""name:etymology:wikidata"":""Q5264""}']",way,"LINESTRING (23.73555946350098 37.98343658447266, 23.73587989807129 37.98306655883789, 23.73590469360352 37.98303604125977, 23.73595428466797 37.98297500610352, 23.73596954345703 37.98295974731445, 23.73589324951172 37.9829216003418, 23.7354621887207 37.98270797729492, 23.73510932922363 37.9825325012207, 23.73509407043457 37.98252487182617, 23.73508262634277 37.98251724243164)",156.076
7878279520,6220792258,0,,,,no,,primary,6,yes,,,Βασιλίσσης Σοφίας,no,ΕΟ54,,,,asphalt,,,917873078,1719844700,2,"{""visible"":false,""busway:left"":""opposite_way"",""busway:right"":""lane"",""int_name"":""Vasilissis Sofias"",""lanes:backward"":""3"",""lanes:forward"":""3"",""sidewalk:both"":""separate""}",way,"LINESTRING (23.73772430419922 37.97595977783203, 23.73761749267578 37.97597503662109)",9.515
7878279520,952120184,0,,,,no,,primary,6,yes,,,Βασιλίσσης Σοφίας,no,ΕΟ54,,,,asphalt,,,916452612,1719844656,3,"{""visible"":false,""busway:left"":""opposite_way"",""busway:right"":""lane"",""int_name"":""Vasilissis Sofias"",""lanes:backward"":""3"",""lanes:forward"":""3"",""sidewalk:both"":""separate""}",way,"LINESTRING (23.73788833618164 37.9759407043457, 23.73772430419922 37.97595977783203)",14.533
7878279520,7878315704,0,,,,,,service,,,,,,,,parking_aisle,,,asphalt,,,844542092,1704070668,4,"{""visible"":false}",way,"LINESTRING (23.73772430419922 37.97595977783203, 23.73771667480469 37.97591400146484, 23.73771476745605 37.97589111328125, 23.73770713806152 37.9758415222168, 23.73769378662109 37.97578048706055)",20.127
7878315704,7878279520,0,,,,,,service,,,,,,,,parking_aisle,,,asphalt,,,844542092,1704070668,4,"{""visible"":false}",way,"LINESTRING (23.73769378662109 37.97578048706055, 23.73770713806152 37.9758415222168, 23.73771476745605 37.97589111328125, 23.73771667480469 37.97591400146484, 23.73772430419922 37.97595977783203)",20.127000000000002
952120184,7878279520,0,,,,no,,primary,6,yes,,,Βασιλίσσης Σοφίας,no,ΕΟ54,,,,asphalt,,,916452612,1719844656,3,"{""visible"":false,""busway:left"":""opposite_way"",""busway:right"":""lane"",""int_name"":""Vasilissis Sofias"",""lanes:backward"":""3"",""lanes:forward"":""3"",""sidewalk:both"":""separate""}",way,"LINESTRING (23.73788833618164 37.9759407043457, 23.73772430419922 37.97595977783203)",14.533
9714370547,9714370549,0,,,,,,service,,,,,,,,parking_aisle,,,,,,1057240791,1651678247,1,"{""visible"":false}",way,"LINESTRING (23.734619140625 37.99090576171875, 23.73442649841309 37.99093627929688)",17.22
11256819882,11256819883,0,,,,,,residential,,,,,Μενάνδρου,,,,,,,,,1214975690,1697096093,2,"{""visible"":false,""noexit"":""yes""}",way,"LINESTRING (23.72566604614258 37.98493957519531, 23.72617340087891 37.98485946655273)",45.349
11256886099,11256819886,0,no,,,,,service,,,,,,,,,,,,,,1214975691,1697096140,2,"{""visible"":false,""noexit"":""yes""}",way,"LINESTRING (23.72614288330078 37.98512268066406, 23.72609329223633 37.98492431640625, 23.72694396972656 37.98478317260742)",98.66900000000001
11271426330,11271426328,0,no,,,,,service,,,,,,,,,,,,,,1216458030,1697624795,1,"{""visible"":false}",way,"LINESTRING (23.72709274291992 37.98321151733398, 23.72690200805664 37.98348999023438, 23.72686767578125 37.98353958129883)",41.471000000000004
